photo_id,filename,x1,y1,x2,y2,conf,blur_score,task,Score A,Score B,Score C,Load Factor,Activity score,Coupling Factor,RScore A,RScoreB,RScoreC,Frebascore
3374,4_6 demolishers__f030481__t057.jpg,469.5761108,106.8957138,686.6760864,515.8356323,0.884791315,1079.547487,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3375,4_6 demolishers__f030550__t051.jpg,913.0338135,123.6732941,1158.680542,634.3989258,0.919158816,1172.089108,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3376,4_6 demolishers__f030594__t050.jpg,1224.710815,162.8217621,1427.338501,659.0018921,0.88205272,1124.509993,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3377,4_6 demolishers__f030661__t057.jpg,485.4141846,5.757266998,653.0598145,505.9460754,0.869702518,1119.859511,DEM,3,2,3,2.0,1.0,1.0,5,3,4,5
3378,4_6 demolishers__f030730__t051.jpg,951.7336426,144.3938599,1159.463135,617.3616943,0.8960554,1116.651262,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3379,4_6 demolishers__f030774__t050.jpg,1244.267212,169.4522552,1450.62561,660.7667847,0.903147161,1108.506035,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3380,4_6 demolishers__f030841__t057.jpg,599.6138916,0.0,767.5675659,442.1018677,0.87968415,1223.367552,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3382,4_6 demolishers__f030910__t051.jpg,1102.307251,64.64929199,1340.77356,558.7941895,0.883456051,1290.855586,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3384,4_6 demolishers__f030954__t050.jpg,1370.366333,66.24504089,1596.945435,585.1200562,0.904032886,1246.191624,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3386,4_6 demolishers__f031021__t057.jpg,644.8225098,30.2534771,838.9842529,464.9667969,0.876616776,1268.253108,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3387,4_6 demolishers__f031083__t059.jpg,0.0,486.0335999,453.0014954,1030.664795,0.924461305,1146.737225,DEM,8,5,10,2.0,1.0,1.0,10,6,11,12
3388,4_6 demolishers__f031090__t051.jpg,1085.041382,35.10755157,1283.207031,568.7111816,0.852698028,1258.288718,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3389,4_6 demolishers__f031114__t059.jpg,0.0,493.5305176,416.8014221,1032.228882,0.928959668,1048.680871,DEM,8,5,10,2.0,1.0,1.0,10,6,11,12
3391,4_6 demolishers__f031134__t050.jpg,1392.057739,83.46522522,1583.1521,598.0196533,0.895558834,1122.629328,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3392,4_6 demolishers__f031173__t059.jpg,0.0,324.01828,458.4833679,1021.218262,0.947995484,958.918717,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3393,4_6 demolishers__f031201__t057.jpg,662.4787598,28.15604019,846.9028931,460.5664063,0.879628778,1109.435439,DEM,2,4,3,2.0,1.0,1.0,4,5,5,6
3395,4_6 demolishers__f031270__t051.jpg,1103.934937,29.93602943,1297.675293,550.6445313,0.85156852,1192.389188,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3397,4_6 demolishers__f031305__t061.jpg,1275.350098,282.4163513,1500.308105,801.2840576,0.880156875,1226.528664,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3400,4_6 demolishers__f031397__t061.jpg,1188.150269,436.182312,1360.188965,748.0144043,0.827296913,688.6606232,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3401,4_6 demolishers__f031418__t057.jpg,628.2163086,182.7993317,792.3706055,504.7611694,0.873537362,688.2191738,DEM,2,4,3,2.0,1.0,1.0,4,5,5,6
3402,4_6 demolishers__f031461__t051.jpg,933.1691895,160.6192932,1070.231201,581.0761719,0.813800573,630.3517496,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3405,4_6 demolishers__f031598__t057.jpg,538.168335,170.4889374,688.7296753,499.9985657,0.841916859,624.2747395,DEM,2,4,3,2.0,1.0,1.0,4,5,5,6
3406,4_6 demolishers__f031641__t051.jpg,894.6035156,176.8441315,1046.376465,579.0290527,0.877899945,627.632298,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3407,4_6 demolishers__f031736__t050.jpg,1133.823975,208.8346405,1278.136841,413.8945313,0.564997792,630.7176812,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
3408,4_6 demolishers__f031757__t061.jpg,1026.360107,205.5901642,1301.83728,736.7814941,0.816591382,638.9765125,DEM,4,7,7,2.0,1.0,1.0,6,8,9,10
3409,4_6 demolishers__f031778__t057.jpg,536.8978271,159.0780182,661.6710815,505.3429871,0.860619485,610.7767757,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3410,4_6 demolishers__f031821__t051.jpg,905.6224976,177.0559235,1059.390503,580.4003906,0.876511693,617.4538783,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3411,4_6 demolishers__f031937__t061.jpg,1100.723267,195.8090057,1302.230469,750.5305786,0.75525701,642.6537914,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3412,4_6 demolishers__f031958__t057.jpg,560.1970215,168.9855652,682.3534546,500.4744263,0.795675218,692.3196424,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3413,4_6 demolishers__f032001__t051.jpg,895.9817505,211.5352783,1088.224854,587.2450562,0.896740198,718.5835359,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3415,4_6 demolishers__f032117__t061.jpg,905.6342773,180.384552,1126.758179,774.6126099,0.868163466,741.3049925,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3416,4_6 demolishers__f032138__t057.jpg,569.1501465,164.6577606,697.0985107,505.5686951,0.869641602,731.1259557,DEM,2,4,3,2.0,1.0,1.0,4,5,5,6
3417,4_6 demolishers__f032138__t063.jpg,1154.601807,216.6392822,1327.720825,610.894165,0.87804395,731.1259557,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3419,4_6 demolishers__f032297__t061.jpg,634.8865356,460.999054,892.9147949,884.4575806,0.900125861,672.7897106,DEM,6,5,8,2.0,1.0,1.0,8,6,10,11
3420,4_6 demolishers__f032318__t057.jpg,543.741272,182.353241,683.4707031,508.858551,0.827881277,710.8881217,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3421,4_6 demolishers__f032318__t063.jpg,1128.165039,224.4469299,1280.639038,628.166626,0.887839556,710.8881217,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3422,4_6 demolishers__f032421__t064.jpg,908.8461304,192.7968597,1057.4104,603.3588867,0.859933555,670.2308605,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3424,4_6 demolishers__f032498__t063.jpg,1131.223267,232.7123566,1291.898804,648.09021,0.876237571,687.4856328,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3426,4_6 demolishers__f032601__t064.jpg,880.3618164,213.7056732,1057.086426,627.9147949,0.882752657,741.1016747,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3427,4_6 demolishers__f032633__t065.jpg,565.442688,141.7324066,720.9360352,547.0286865,0.865754962,763.4546157,DEM,3,2,3,2.0,1.0,1.0,5,3,4,5
3429,4_6 demolishers__f032678__t063.jpg,1144.956177,233.776413,1296.803955,648.5162964,0.865321815,768.9134941,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3430,4_6 demolishers__f032781__t064.jpg,903.5014648,220.2518005,1066.557617,613.0234375,0.861030638,760.4804046,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3431,4_6 demolishers__f032813__t065.jpg,587.9024048,152.624527,755.0911255,549.0558472,0.868015349,755.5247853,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3432,4_6 demolishers__f032858__t063.jpg,1158.728638,244.9993896,1326.004639,651.7388306,0.89675802,749.3070367,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3433,4_6 demolishers__f032961__t064.jpg,885.3517456,232.0982666,1036.987183,639.6550903,0.879584134,717.5124069,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3434,4_6 demolishers__f032993__t065.jpg,554.9877319,242.6133728,728.894043,554.2026978,0.877495885,779.4406848,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3435,4_6 demolishers__f033038__t063.jpg,1118.831909,263.7038879,1271.14563,663.3492432,0.877429187,746.2748306,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3436,4_6 demolishers__f033141__t064.jpg,817.8649902,172.9962616,969.2543335,580.0245972,0.871052921,721.7321867,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3437,4_6 demolishers__f033173__t065.jpg,485.8375244,187.967926,648.1932983,507.0260925,0.873019159,725.4455611,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3438,4_6 demolishers__f033218__t063.jpg,1075.595825,180.6477051,1198.796997,600.2218628,0.872744322,732.6520717,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3439,4_6 demolishers__f033321__t064.jpg,837.7667236,167.4954376,986.1712646,578.7885132,0.874856889,779.3387831,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3440,4_6 demolishers__f033353__t065.jpg,493.6471252,160.9291687,656.3778687,502.8944702,0.886620402,806.3097753,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3441,4_6 demolishers__f033398__t063.jpg,1090.689697,188.2193909,1246.734619,598.4135742,0.882326007,785.0915942,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3442,4_6 demolishers__f033501__t064.jpg,837.9541626,177.2526398,1001.637329,576.5357056,0.890486002,751.6519512,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3443,4_6 demolishers__f033533__t065.jpg,523.3317261,178.8323059,684.0613403,521.1621094,0.855328202,753.9496719,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3444,4_6 demolishers__f033578__t063.jpg,1107.161621,163.7188721,1227.177612,598.2818604,0.854808092,750.0012687,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3445,4_6 demolishers__f033681__t064.jpg,841.9552612,160.3338776,997.6482544,582.125,0.871038735,795.8154416,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3446,4_6 demolishers__f033713__t065.jpg,537.6690063,181.6586761,698.2646484,502.0263062,0.866228163,798.2988225,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3447,4_6 demolishers__f033758__t063.jpg,1113.717896,184.638092,1263.708252,599.9060669,0.863984525,791.7317154,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3448,4_6 demolishers__f033861__t064.jpg,882.5018311,161.1781006,1038.126343,588.6608887,0.773218393,765.5919995,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3449,4_6 demolishers__f033893__t065.jpg,600.5133667,272.4179077,755.375,614.2662354,0.856557906,754.380625,DEM,2,4,3,2.0,1.0,1.0,4,5,5,6
3450,4_6 demolishers__f033938__t063.jpg,1179.630981,317.4752502,1333.509644,723.2474365,0.867222786,776.7515227,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3451,4_6 demolishers__f034041__t064.jpg,912.9876099,246.0617676,1082.698486,699.6226196,0.837323964,503.9831631,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3452,4_6 demolishers__f034073__t065.jpg,479.9808044,262.5749817,651.3110352,633.3458252,0.86410892,973.6030821,DEM,2,4,3,2.0,1.0,1.0,4,5,5,6
3453,4_6 demolishers__f034118__t063.jpg,1167.436523,209.9482574,1369.337524,749.262146,0.895861387,948.9497186,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3454,4_6 demolishers__f034221__t064.jpg,834.942688,162.9971161,1043.638916,708.8658447,0.897975326,973.4065817,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3455,4_6 demolishers__f034253__t065.jpg,363.0631104,208.1090088,541.0278931,603.4362183,0.869399488,904.5263551,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3456,4_6 demolishers__f034298__t063.jpg,1160.388184,198.0465698,1361.009888,733.8881836,0.893541694,848.4616024,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3457,4_6 demolishers__f034401__t064.jpg,838.6722412,164.9277954,1064.219482,707.1526489,0.904964745,970.9012289,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3458,4_6 demolishers__f034433__t065.jpg,347.6914978,208.251236,545.0980835,609.3765869,0.897654176,907.1144892,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3459,4_6 demolishers__f034478__t063.jpg,1173.825073,205.6845703,1379.017334,738.25354,0.894834459,867.1266902,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3460,4_6 demolishers__f034581__t064.jpg,846.802063,180.9318085,1076.489868,701.5319824,0.886630297,854.0348797,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3461,4_6 demolishers__f034613__t065.jpg,375.2255859,159.8106537,587.9118042,601.2362671,0.895291865,941.2618241,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3462,4_6 demolishers__f034658__t063.jpg,1162.710327,185.7184753,1364.462524,738.7433472,0.904971302,926.7750109,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3463,4_6 demolishers__f034761__t064.jpg,847.1686401,158.0921021,1070.984985,699.1187744,0.904909194,984.8920961,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3464,4_6 demolishers__f034793__t065.jpg,382.4884338,170.4397888,552.0351563,593.6560669,0.870441437,925.2611563,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3465,4_6 demolishers__f034838__t063.jpg,1174.920044,181.9934692,1394.949463,736.8249512,0.89935261,906.005233,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3466,4_6 demolishers__f034941__t064.jpg,871.5380249,165.7635193,1088.88147,700.7127075,0.881076992,889.8177646,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
3467,4_6 demolishers__f034973__t065.jpg,396.7556152,188.3401337,598.4503784,605.8943481,0.895567775,991.8268244,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3468,4_6 demolishers__f035018__t063.jpg,1181.674683,184.4888763,1400.964111,736.1553955,0.910730064,913.5804624,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3469,4_6 demolishers__f035121__t064.jpg,849.3849487,186.8605957,1091.776978,687.6564331,0.91727519,1003.997769,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3470,4_6 demolishers__f035153__t065.jpg,352.8336182,181.6442871,553.1552734,580.8918457,0.889870465,945.064873,DEM,2,4,3,2.0,1.0,1.0,4,5,5,6
3471,4_6 demolishers__f035198__t063.jpg,1179.947021,153.1546783,1355.726196,725.2207642,0.886520505,905.6740967,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3472,4_6 demolishers__f035301__t064.jpg,864.5959473,173.9023895,1089.276367,698.0113525,0.886208534,947.4040771,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3473,4_6 demolishers__f035333__t065.jpg,407.0747375,148.863205,615.4575806,601.3936768,0.882446349,1006.415641,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3474,4_6 demolishers__f035378__t063.jpg,1197.138184,171.6963959,1382.505005,737.3637695,0.891896546,913.7162013,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3475,4_6 demolishers__f035481__t064.jpg,851.3022461,161.8912048,1061.034546,700.102356,0.902491093,1004.999968,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3476,4_6 demolishers__f035513__t065.jpg,403.6537476,180.9245758,627.6237183,610.7407837,0.876337171,910.5069202,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3477,4_6 demolishers__f035558__t063.jpg,1170.747192,202.9103851,1382.103271,754.3070068,0.883957028,1000.542831,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3478,4_6 demolishers__f035661__t064.jpg,853.2044067,183.82724,1072.129517,708.3937378,0.90501231,926.2923423,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3479,4_6 demolishers__f035693__t065.jpg,408.4502869,179.7210693,629.5802612,613.3096313,0.898791194,1011.643669,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3480,4_6 demolishers__f035738__t063.jpg,1173.268677,190.7563629,1368.138306,758.59729,0.89629811,914.5189222,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3481,4_6 demolishers__f035841__t064.jpg,856.3515015,188.313858,1067.927002,719.302002,0.873355031,1011.548331,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3482,4_6 demolishers__f035873__t065.jpg,394.2652893,200.536438,625.7410278,629.2319946,0.883179665,874.216744,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3483,4_6 demolishers__f035918__t063.jpg,1185.960449,205.1448975,1364.822876,769.2364502,0.898291111,1019.491379,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3484,4_6 demolishers__f036021__t064.jpg,864.7156982,185.0058594,1073.259277,717.8959351,0.886931717,918.6835874,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3485,4_6 demolishers__f036053__t065.jpg,454.8167114,195.0681152,684.9268188,627.5916748,0.902768493,1015.096459,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3486,4_6 demolishers__f036098__t063.jpg,1387.345093,225.8873291,1604.040039,773.1591797,0.902872443,1198.362491,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3487,4_6 demolishers__f036201__t064.jpg,1100.466309,138.2476196,1321.040527,670.050415,0.842291296,1200.098824,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3488,4_6 demolishers__f036233__t065.jpg,865.0897217,80.18144226,1093.696289,504.0980835,0.869515121,1323.246215,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3489,4_6 demolishers__f036278__t063.jpg,1790.698486,236.4771729,1920.0,738.6494141,0.815413117,1199.014783,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3490,4_6 demolishers__f036437__t064.jpg,927.1080322,205.6750031,1119.212891,732.9017944,0.871519685,895.9644605,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3491,4_6 demolishers__f036464__t065.jpg,469.6387024,333.8417358,693.604248,772.3648682,0.899789214,805.521495,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3492,4_6 demolishers__f036470__t066.jpg,1179.765625,315.0080261,1355.619995,823.2710571,0.883677483,775.6172079,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3493,4_6 demolishers__f036617__t064.jpg,836.8597412,268.6443787,1006.821167,798.9460449,0.884386182,656.9818958,DEM,3,2,3,2.0,1.0,1.0,5,3,4,5
3494,4_6 demolishers__f036644__t065.jpg,427.0326538,201.0367737,675.6775513,677.1107788,0.914352,670.200129,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3495,4_6 demolishers__f036650__t066.jpg,1210.488525,249.7205811,1382.962891,758.8848267,0.886825562,647.4331726,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3496,4_6 demolishers__f036797__t064.jpg,697.0623169,66.50335693,865.2785034,582.9317017,0.901711702,716.9810093,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3497,4_6 demolishers__f036824__t065.jpg,154.2437439,79.17935181,439.4811096,575.6047974,0.905794203,709.4856668,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3498,4_6 demolishers__f036830__t066.jpg,955.6968994,40.11120987,1147.024536,615.1508179,0.884372771,723.1827751,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3499,4_6 demolishers__f036977__t064.jpg,722.8053589,206.4790039,961.5789795,557.0162354,0.896325648,723.0413123,DEM,7,5,9,2.0,1.0,1.0,9,6,10,11
3500,4_6 demolishers__f037004__t065.jpg,290.9071045,132.9517212,588.0922852,630.362854,0.912379146,777.1709119,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
3501,4_6 demolishers__f037010__t066.jpg,1123.938477,100.6363297,1318.163208,671.0076294,0.902005136,764.3571598,DEM,5,1,4,2.0,1.0,1.0,7,2,7,8
3502,4_6 demolishers__f037157__t064.jpg,866.5787964,41.28588486,1091.908081,508.6967773,0.904829681,820.2086564,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3503,4_6 demolishers__f037184__t065.jpg,376.3960571,179.1125488,669.4753418,626.7337036,0.872465014,743.8151552,DEM,7,5,9,2.0,1.0,1.0,9,6,10,11
3504,4_6 demolishers__f037190__t066.jpg,1156.103271,88.27487946,1384.99585,661.6748657,0.869161487,762.1031024,DEM,5,2,4,2.0,1.0,1.0,7,3,7,8
3506,4_6 demolishers__f037364__t065.jpg,371.5543518,97.53481293,616.2610474,628.2835083,0.913173914,803.3489087,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3507,4_6 demolishers__f037370__t066.jpg,1162.505981,96.42864227,1345.998047,663.4656982,0.867288589,799.6228694,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3508,4_6 demolishers__f037517__t064.jpg,951.7390747,0.0,1138.876221,510.2264404,0.897663236,740.5552127,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3509,4_6 demolishers__f037544__t065.jpg,357.8320313,131.743866,620.6392212,642.7338867,0.907427967,712.9596119,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3510,4_6 demolishers__f037550__t066.jpg,1149.836548,129.3415222,1353.487183,683.1339111,0.901045859,732.6717197,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
3511,4_6 demolishers__f037697__t064.jpg,899.9072876,29.94275093,1090.650269,564.0856934,0.888183951,739.3699239,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3512,4_6 demolishers__f037724__t065.jpg,329.0036316,209.385498,604.272522,691.9816895,0.916991711,725.5141628,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
3513,4_6 demolishers__f037730__t066.jpg,1159.808228,165.7915192,1337.336914,736.7908936,0.886379421,720.5618691,DEM,5,1,4,2.0,1.0,1.0,7,2,7,8
3514,4_6 demolishers__f037877__t064.jpg,936.8261108,33.52875137,1089.871582,558.0733643,0.891672492,687.741618,DEM,5,1,4,2.0,1.0,1.0,7,2,7,8
3515,4_6 demolishers__f037904__t065.jpg,336.8110046,226.5859833,631.0998535,691.369751,0.912456334,666.2564602,DEM,6,4,7,2.0,1.0,1.0,8,5,10,11
3516,4_6 demolishers__f037910__t066.jpg,1152.56189,163.6695251,1339.262939,739.3631592,0.896498561,706.0763688,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3517,4_6 demolishers__f038057__t064.jpg,973.7876587,49.31041718,1123.243652,578.243042,0.868808925,675.8473869,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3518,4_6 demolishers__f038084__t065.jpg,363.4747925,196.8767242,634.5835571,679.0050049,0.903371453,721.7898812,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3519,4_6 demolishers__f038090__t066.jpg,1147.400391,174.0328979,1327.218872,740.1262817,0.881860971,672.8476876,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3521,4_6 demolishers__f038264__t065.jpg,532.5009155,199.3406677,794.5526733,670.5199585,0.928006887,812.112411,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3522,4_6 demolishers__f038270__t066.jpg,1336.147705,175.2249756,1535.536621,750.1791992,0.888414145,807.317709,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3523,4_6 demolishers__f038417__t064.jpg,1159.929199,57.7845993,1329.226563,597.9504395,0.875377715,730.5140794,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3524,4_6 demolishers__f038444__t065.jpg,490.4100037,205.3126831,764.5667114,673.3818359,0.910675287,731.3290296,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3525,4_6 demolishers__f038450__t066.jpg,1322.506958,170.5518799,1527.541382,745.5753784,0.901931524,759.1292496,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3526,4_6 demolishers__f038597__t064.jpg,1110.554321,74.66134644,1335.942871,642.5033569,0.891973138,824.7212581,DEM,3,1,2,2.0,1.0,1.0,5,2,4,5
3527,4_6 demolishers__f038624__t065.jpg,501.8061829,209.21875,783.2384033,676.0203857,0.914367437,802.6461774,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3528,4_6 demolishers__f038630__t066.jpg,1327.682739,217.2838135,1513.152344,754.2103271,0.858405828,804.457266,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3529,4_6 demolishers__f038777__t064.jpg,1074.851318,63.60359573,1280.665039,614.8158569,0.921645999,709.6027948,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3530,4_6 demolishers__f038804__t065.jpg,503.916748,206.9625397,755.7164917,673.5332642,0.90710336,710.6849456,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3531,4_6 demolishers__f038810__t066.jpg,1261.564819,199.3731079,1467.4021,745.671814,0.884788036,761.4410865,DEM,5,4,5,2.0,1.0,1.0,7,5,9,10
3534,4_6 demolishers__f038990__t066.jpg,745.2971191,202.1645355,1019.416016,791.0064697,0.86614579,785.2424604,DEM,4,2,4,2.0,1.0,1.0,6,3,6,7
3538,4_6 demolishers__f039170__t066.jpg,307.8050232,63.96720886,561.407959,744.5021973,0.895571053,750.4558163,DEM,5,1,4,2.0,1.0,1.0,7,2,7,8
3539,4_6 demolishers__f039206__t069.jpg,369.4693604,19.8678894,542.8413086,629.7051392,0.883377671,741.9941115,DEM,3,1,2,2.0,1.0,1.0,5,2,4,5
3540,4_6 demolishers__f039232__t069.jpg,329.3188782,30.74073219,535.0484619,685.3932495,0.911437571,788.4761186,DEM,5,1,4,2.0,1.0,1.0,7,2,7,8
3542,4_6 demolishers__f039317__t064.jpg,541.4279785,216.485321,782.6798706,654.0910034,0.884520829,906.4673697,DEM,4,4,4,2.0,1.0,1.0,6,5,8,9
3543,4_6 demolishers__f039322__t069.jpg,81.81191254,22.93680191,359.4484558,769.1363525,0.931950152,801.3778793,DEM,6,1,6,2.0,1.0,1.0,8,2,8,9
3546,4_6 demolishers__f039497__t064.jpg,613.5043945,202.7545776,873.9967041,649.4157715,0.895381749,1014.432861,DEM,3,4,3,2.0,1.0,1.0,5,5,6,7
3547,4_6 demolishers__f039677__t064.jpg,594.2194214,0.250484347,804.5408936,609.4274902,0.903702617,855.7131553,DEM,4,1,3,2.0,1.0,1.0,6,2,6,7
3548,5_VID_20240313_171008023__f000023__t001.jpg,162.2804413,465.4897766,268.4782104,709.1187744,0.787118018,2785.784841,RSS,4,1,3,2.0,1.0,1.0,6,2,6,7
3549,5_VID_20240313_171008023__f000046__t004.jpg,647.508667,530.9832764,765.9720459,783.46698,0.741408825,2904.873923,RSS,4,1,3,2.0,1.0,1.0,6,2,6,7
3551,5_VID_20240313_171008023__f000084__t002.jpg,644.5040894,765.6893921,852.2807007,1219.838135,0.855741084,2790.665196,RSS,5,1,4,2.0,1.0,1.0,7,2,7,8
3552,5_VID_20240313_171008023__f000092__t001.jpg,190.7842102,463.9623108,283.9588928,709.5825806,0.832599759,2790.665196,RSS,4,1,3,2.0,1.0,1.0,6,2,6,7
3553,5_VID_20240313_171008023__f000096__t003.jpg,748.1943359,583.1287231,808.6162109,808.3428955,0.373823494,2754.87693,RSS,4,2,4,2.0,1.0,1.0,6,3,6,7
3554,5_VID_20240313_171008023__f000112__t001.jpg,207.2702484,454.9611511,296.1710815,703.1010742,0.823751092,2737.016272,RSS,4,1,3,2.0,1.0,1.0,6,2,6,7
3555,5_VID_20240313_171008023__f000135__t004.jpg,664.8136597,524.2645874,764.8690186,814.4320068,0.746182144,2733.419731,RSS,4,1,3,2.0,1.0,1.0,6,2,6,7
